X,Preciptiation,Temperature,Year,Month,Day,Date
113,0.072804466,15.86053467,2065,4,23,23/04/2065
114,0.078528867,17.56542969,2065,4,24,24/04/2065
115,1.437511219,14.753479,2065,4,25,25/04/2065
116,0.006038678,14.28613281,2065,4,26,26/04/2065
117,0.000727631,15.56542969,2065,4,27,27/04/2065
118,0,16.97064209,2065,4,28,28/04/2065
119,0.044754245,17.91967773,2065,4,29,29/04/2065
120,0.334505201,16.93859863,2065,4,30,30/04/2065
121,1.557934337,16.02880859,2065,5,1,01/05/2065
122,32.45689748,11.90258789,2065,5,2,02/05/2065
123,4.433896125,8.740844727,2065,5,3,03/05/2065
124,0.239714265,11.8972168,2065,5,4,04/05/2065
125,0.028939762,13.51220703,2065,5,5,05/05/2065
126,4.08E-05,14.93988037,2065,5,6,06/05/2065
127,0.000458301,16.49908447,2065,5,7,07/05/2065
128,0.015285128,16.15063477,2065,5,8,08/05/2065
129,0.182311914,16.2923584,2065,5,9,09/05/2065
130,0.002879238,19.81091309,2065,5,10,10/05/2065
131,0.117048877,21.05541992,2065,5,11,11/05/2065
132,0.082748509,20.34918213,2065,5,12,12/05/2065
133,0,21.38946533,2065,5,13,13/05/2065
134,0.096526982,21.47375488,2065,5,14,14/05/2065
135,0.431917401,18.54638672,2065,5,15,15/05/2065
136,12.10580715,17.41442871,2065,5,16,16/05/2065
137,0.417717815,14.63409424,2065,5,17,17/05/2065
138,3.92E-05,17.04425049,2065,5,18,18/05/2065
139,0.191663663,16.87994385,2065,5,19,19/05/2065
140,0.021269759,18.60443115,2065,5,20,20/05/2065
141,1.771797339,17.97131348,2065,5,21,21/05/2065
142,6.319907634,17.35498047,2065,5,22,22/05/2065
143,0.151535167,18.16497803,2065,5,23,23/05/2065
144,0.004030449,14.75720215,2065,5,24,24/05/2065
145,0.013610969,15.8137207,2065,5,25,25/05/2065
146,0.000507426,18.74316406,2065,5,26,26/05/2065
147,0.000392533,21.35009766,2065,5,27,27/05/2065
148,0,23.1618042,2065,5,28,28/05/2065
149,0,24.99102783,2065,5,29,29/05/2065
150,9.47E-05,25.31518555,2065,5,30,30/05/2065
151,8.87E-01,2.56E+01,2065,5,31,31/05/2065
152,1.774021005,25.89202881,2065,6,1,01/06/2065
153,1.73649732,25.85998535,2065,6,2,02/06/2065
154,0,25.95825195,2065,6,3,03/06/2065
155,0.026521158,20.64086914,2065,6,4,04/06/2065
156,0.006967718,17.80230713,2065,6,5,05/06/2065
157,0.000864683,19.15997314,2065,6,6,06/06/2065
158,0.000282056,20.93817139,2065,6,7,07/06/2065
159,2.810279466,21.815979,2065,6,8,08/06/2065
160,1.461986639,23.20672607,2065,6,9,09/06/2065
161,4.785109079,24.73175049,2065,6,10,10/06/2065
162,1.775202068,25.72601318,2065,6,11,11/06/2065
163,3.764564171,25.5322876,2065,6,12,12/06/2065
164,0.13733898,26.42004395,2065,6,13,13/06/2065
165,3.572123428,27.11468506,2065,6,14,14/06/2065
166,5.656268983,26.82794189,2065,6,15,15/06/2065
167,0.709685867,27.12078857,2065,6,16,16/06/2065
168,0.006862884,27.29260254,2065,6,17,17/06/2065
169,2.578843071,24.04595947,2065,6,18,18/06/2065
170,0.000587653,20.98803711,2065,6,19,19/06/2065
171,0.000790939,20.43737793,2065,6,20,20/06/2065
172,0.031831055,22.61437988,2065,6,21,21/06/2065
173,0,27.24591064,2065,6,22,22/06/2065
174,0,28.73937988,2065,6,23,23/06/2065
175,0,29.8649292,2065,6,24,24/06/2065
176,0.000581595,29.33111572,2065,6,25,25/06/2065
177,6.50E-06,28.89349365,2065,6,26,26/06/2065
178,0.028492007,31.19140625,2065,6,27,27/06/2065
179,1.127784207,31.16015625,2065,6,28,28/06/2065
180,2.511588827,30.30267334,2065,6,29,29/06/2065
181,0.189463845,30.92999268,2065,6,30,30/06/2065
182,2.41E-05,31.94293213,2065,7,1,01/07/2065
183,0.000540635,32.36273193,2065,7,2,02/07/2065
184,0,31.39752197,2065,7,3,03/07/2065
185,0,29.61352539,2065,7,4,04/07/2065
186,0,28.76391602,2065,7,5,05/07/2065
187,0,28.37719727,2065,7,6,06/07/2065
188,0,29.21563721,2065,7,7,07/07/2065
189,0.000462723,31.97271729,2065,7,8,08/07/2065
190,0.005855365,33.20446777,2065,7,9,09/07/2065
191,0.289006103,34.12487793,2065,7,10,10/07/2065
192,2.15E-05,32.3583374,2065,7,11,11/07/2065
193,0,31.34436035,2065,7,12,12/07/2065
194,0,31.74462891,2065,7,13,13/07/2065
195,0,27.3605957,2065,7,14,14/07/2065
196,0.006912721,25.96350098,2065,7,15,15/07/2065
197,0.045191899,26.63378906,2065,7,16,16/07/2065
198,4.90E-06,26.39953613,2065,7,17,17/07/2065
199,0,25.19256592,2065,7,18,18/07/2065
200,0,27.40539551,2065,7,19,19/07/2065
201,0,29.42926025,2065,7,20,20/07/2065
202,0,30.59771729,2065,7,21,21/07/2065
203,0,31.90063477,2065,7,22,22/07/2065
204,0,32.53302002,2065,7,23,23/07/2065
205,0,33.73937988,2065,7,24,24/07/2065
206,0,30.07781982,2065,7,25,25/07/2065
207,0.066061742,26.88690186,2065,7,26,26/07/2065
208,0.104670754,26.60479736,2065,7,27,27/07/2065
209,0.00120309,24.34515381,2065,7,28,28/07/2065
210,0,24.35919189,2065,7,29,29/07/2065
211,0,27.0769043,2065,7,30,30/07/2065
212,0,27.92166138,2065,7,31,31/07/2065
213,0,28.76641846,2065,8,1,01/08/2065
214,0.225452463,28.4175415,2065,8,2,02/08/2065
215,0,29.66387939,2065,8,3,03/08/2065
216,0.494191419,30.89672852,2065,8,4,04/08/2065
217,0.001198315,29.68536377,2065,8,5,05/08/2065
218,0,29.02246094,2065,8,6,06/08/2065
219,0,29.89465332,2065,8,7,07/08/2065
220,0,31.21575928,2065,8,8,08/08/2065
221,0,31.52056885,2065,8,9,09/08/2065
222,0,30.45098877,2065,8,10,10/08/2065
223,0,28.96362305,2065,8,11,11/08/2065
224,0,27.57342529,2065,8,12,12/08/2065
225,0.094666003,25.66949463,2065,8,13,13/08/2065
226,0,27.35534668,2065,8,14,14/08/2065
227,0,30.05627441,2065,8,15,15/08/2065
228,0,25.16809082,2065,8,16,16/08/2065
229,0.003293684,20.44866943,2065,8,17,17/08/2065
230,2.10E-05,22.60284424,2065,8,18,18/08/2065
231,0,25.67980957,2065,8,19,19/08/2065
232,0.014366781,26.74865723,2065,8,20,20/08/2065
233,0.114830161,28.67541504,2065,8,21,21/08/2065
234,0,29.59350586,2065,8,22,22/08/2065
235,0,28.45910645,2065,8,23,23/08/2065
236,0,29.77612305,2065,8,24,24/08/2065
237,0,31.03057861,2065,8,25,25/08/2065
238,0,31.25286865,2065,8,26,26/08/2065
239,0.001739359,29.90979004,2065,8,27,27/08/2065
240,0.61761379,30.13885498,2065,8,28,28/08/2065
241,0.014617961,27.5199585,2065,8,29,29/08/2065
242,0,25.39801025,2065,8,30,30/08/2065
243,0,25.43130493,2065,8,31,31/08/2065
244,0,25.46459961,2065,9,1,01/09/2065
245,0,26.77862549,2065,9,2,02/09/2065
246,0,27.42962646,2065,9,3,03/09/2065
247,0.00855391,27.84118652,2065,9,4,04/09/2065
248,0.012173548,28.21069336,2065,9,5,05/09/2065
249,0.004644285,28.68511963,2065,9,6,06/09/2065
250,0.17237099,29.18127441,2065,9,7,07/09/2065
251,7.08499162,28.21099854,2065,9,8,08/09/2065
252,0.218540399,26.54101563,2065,9,9,09/09/2065
253,12.40410819,26.75823975,2065,9,10,10/09/2065
254,0.436401706,25.5894165,2065,9,11,11/09/2065
255,4.01E-05,25.07287598,2065,9,12,12/09/2065
256,0,25.80352783,2065,9,13,13/09/2065
257,1.711697521,24.57427979,2065,9,14,14/09/2065
258,0.291941295,21.76513672,2065,9,15,15/09/2065
259,0.004062903,17.49633789,2065,9,16,16/09/2065
260,0.009037638,16.99310303,2065,9,17,17/09/2065
261,0,18.49377441,2065,9,18,18/09/2065
262,1.33E-05,19.67816162,2065,9,19,19/09/2065
263,0.43981944,20.53302002,2065,9,20,20/09/2065
264,0.014405638,21.21331787,2065,9,21,21/09/2065
265,32.11163934,16.17370605,2065,9,22,22/09/2065
266,49.94282406,11.19165039,2065,9,23,23/09/2065
267,2.799412119,12.99517822,2065,9,24,24/09/2065
268,0.138597925,16.44628906,2065,9,25,25/09/2065
269,2.921093151,15.50665283,2065,9,26,26/09/2065
270,0.077990454,13.20861816,2065,9,27,27/09/2065
271,0,13.69586182,2065,9,28,28/09/2065
272,0.000101874,15.71343994,2065,9,29,29/09/2065
273,0.001797745,17.40405273,2065,9,30,30/09/2065
274,0.326799809,16.50488281,2065,10,1,01/10/2065
275,2.165165503,15.94537354,2065,10,2,02/10/2065
276,1.222081404,16.24658203,2065,10,3,03/10/2065
277,0.12403187,16.61242676,2065,10,4,04/10/2065
278,0.069225927,17.35852051,2065,10,5,05/10/2065
279,0.688883057,18.47955322,2065,10,6,06/10/2065
280,0.446324714,19.59936523,2065,10,7,07/10/2065
281,0.019184123,20.08508301,2065,10,8,08/10/2065
282,0.001099438,19.41503906,2065,10,9,09/10/2065
283,0.026735066,19.2432251,2065,10,10,10/10/2065
284,0.450423268,19.09228516,2065,10,11,11/10/2065
285,0.280145855,19.9385376,2065,10,12,12/10/2065
286,3.328489792,18.97637939,2065,10,13,13/10/2065
287,2.277152549,18.4732666,2065,10,14,14/10/2065
288,7.989756251,18.94085693,2065,10,15,15/10/2065
289,0.830929677,19.28253174,2065,10,16,16/10/2065
290,0,18.93774414,2065,10,17,17/10/2065
291,0.007355132,15.19250488,2065,10,18,18/10/2065
292,1.60E-05,10.02978516,2065,10,19,19/10/2065
293,0.001452499,9.745422363,2065,10,20,20/10/2065
294,0.138998027,10.6081543,2065,10,21,21/10/2065
295,0.494941586,11.55047607,2065,10,22,22/10/2065
296,0.009292318,10.74902344,2065,10,23,23/10/2065
297,0.336121599,11.00109863,2065,10,24,24/10/2065
298,0.002537708,10.8326416,2065,10,25,25/10/2065
299,1.158028288,9.505310059,2065,10,26,26/10/2065
300,4.963920848,10.25286865,2065,10,27,27/10/2065
301,0.027575195,9.009460449,2065,10,28,28/10/2065
302,0.586106884,12.17156982,2065,10,29,29/10/2065
303,0.508874824,13.35119629,2065,10,30,30/10/2065
304,0.431642763,14.53082275,2065,10,30,30/10/2065
305,0.039319418,14.71252441,2065,11,1,01/11/2065
306,0.173103516,15.21020508,2065,11,2,02/11/2065
307,4.419891851,16.24188232,2065,11,3,03/11/2065
308,0.484683629,15.81213379,2065,11,4,04/11/2065
309,0.054528073,16.82727051,2065,11,5,05/11/2065
310,0.012836728,12.41162109,2065,11,6,06/11/2065
311,0.012019792,13.64025879,2065,11,7,07/11/2065
312,0.227433533,16.07263184,2065,11,8,08/11/2065
313,0.912407198,9.742126465,2065,11,9,09/11/2065
314,0.003112948,8.069702148,2065,11,10,10/11/2065
315,0.00981777,8.470031738,2065,11,11,11/11/2065
316,0.000445532,11.46856689,2065,11,12,12/11/2065
317,0.000619965,12.61981201,2065,11,13,13/11/2065
318,2.597239986,13.06713867,2065,11,14,14/11/2065
319,5.93319051,11.91986084,2065,11,15,15/11/2065
320,0.028229138,10.35992432,2065,11,16,16/11/2065
321,0.139177347,11.02813721,2065,11,17,17/11/2065
322,3.909293131,9.222412109,2065,11,18,18/11/2065
323,0.153983603,6.626586914,2065,11,19,19/11/2065
324,0.245847795,5.665161133,2065,11,20,20/11/2065
325,0.300436046,9.611328125,2065,11,21,21/11/2065
326,0.255465262,11.89892578,2065,11,22,22/11/2065
327,0.697364233,14.66833496,2065,11,23,23/11/2065
328,1.433500322,14.65496826,2065,11,24,24/11/2065
329,0.235322842,15.64587402,2065,11,25,25/11/2065
330,2.325618546,15.23968506,2065,11,26,26/11/2065
331,0.411239377,14.83380127,2065,11,27,27/11/2065
332,0.978086455,10.56781006,2065,11,28,28/11/2065
333,0.007454033,10.91973877,2065,11,29,29/11/2065
334,0.489850483,12.41943359,2065,11,30,30/11/2065
335,0.048334037,6.319274902,2065,12,1,01/12/2065
336,0.059265284,6.381958008,2065,12,2,02/12/2065
337,0.045754946,7.970092773,2065,12,3,03/12/2065
338,0.716428296,9.120788574,2065,12,4,04/12/2065
339,10.25399161,9.506896973,2065,12,5,05/12/2065
340,7.839512522,10.35577393,2065,12,6,06/12/2065
341,0.025219035,5.454284668,2065,12,7,07/12/2065
342,2.889302059,9.539611816,2065,12,8,08/12/2065
343,3.497913724,7.170776367,2065,12,9,09/12/2065
344,0.253968287,4.659729004,2065,12,10,10/12/2065
345,5.588761554,9.911682129,2065,12,11,11/12/2065
346,20.79031672,12.20788574,2065,12,12,12/12/2065
347,14.54146081,10.5914917,2065,12,13,13/12/2065
348,2.067332348,7.943786621,2065,12,14,14/12/2065
349,0.647029241,10.67407227,2065,12,15,15/12/2065
350,0.241370522,11.52496338,2065,12,16,16/12/2065
351,0.096096568,10.715271,2065,12,17,17/12/2065
352,0.005285445,9.212890625,2065,12,18,18/12/2065
353,0.237130052,9.792419434,2065,12,19,19/12/2065
354,0.123210313,7.398132324,2065,12,20,20/12/2065
355,5.464830925,10.68170166,2065,12,21,21/12/2065
356,1.226809033,8.45324707,2065,12,22,22/12/2065
357,1.316493328,8.521911621,2065,12,23,23/12/2065
358,3.758718737,7.820983887,2065,12,24,24/12/2065
359,3.015997773,6.824523926,2065,12,25,25/12/2065
360,0.001992557,4.641052246,2065,12,26,26/12/2065
361,0.072706388,3.75402832,2065,12,27,27/12/2065
362,0.705288275,6.854980469,2065,12,28,28/12/2065
363,13.08422294,5.928649902,2065,12,29,29/12/2065
364,0.031287122,4.473754883,2065,12,30,30/12/2065
365,0.375152634,4.874328613,2065,12,31,31/12/2065
366,0.719018147,5.274902344,2066,1,1,01/01/2066
367,0.084130108,8.653930664,2066,1,2,02/01/2066
368,1.10E-05,9.594787598,2066,1,3,03/01/2066
369,4.31123001,6.786376953,2066,1,4,04/01/2066
370,0.66994818,3.973876953,2066,1,5,05/01/2066
371,0.751591899,3.056640625,2066,1,6,06/01/2066
372,0.127231456,2.223266602,2066,1,7,07/01/2066
373,0.772537803,8.09954834,2066,1,8,08/01/2066
374,5.439787684,6.271850586,2066,1,9,09/01/2066
375,6.947910413,11.29730225,2066,1,10,10/01/2066
376,1.718268252,11.05883789,2066,1,11,11/01/2066
377,0.398506808,8.990478516,2066,1,12,12/01/2066
378,0.006818688,7.804504395,2066,1,13,13/01/2066
379,2.354869922,9.376220703,2066,1,14,14/01/2066
380,22.90562661,9.167541504,2066,1,15,15/01/2066
381,1.741019305,4.203430176,2066,1,16,16/01/2066
382,0.09846832,5.520690918,2066,1,17,17/01/2066
383,1.568067743,6.357666016,2066,1,18,18/01/2066
384,0.004244475,2.719726563,2066,1,19,19/01/2066
385,0.994565932,3.847412109,2066,1,20,20/01/2066
386,5.700079724,9.309448242,2066,1,21,21/01/2066
387,5.383999413,8.984130859,2066,1,22,22/01/2066
388,2.739626938,4.350036621,2066,1,23,23/01/2066
389,0.806247356,4.226989746,2066,1,24,24/01/2066
390,0.8086494,7.23059082,2066,1,25,25/01/2066
391,6.582298712,5.564453125,2066,1,26,26/01/2066
392,1.302278537,3.554199219,2066,1,27,27/01/2066
393,1.732668729,3.321105957,2066,1,28,28/01/2066
394,0.138045761,1.616027832,2066,1,29,29/01/2066
395,0.031163279,1.557739258,2066,1,30,30/01/2066
396,0.01054318,3.879272461,2066,1,31,31/01/2066
397,0.022177632,5.618347168,2066,2,2,01/02/2066
398,0.07785317,6.330688477,2066,2,3,02/02/2066
399,0.900034173,7.028381348,2066,2,4,03/02/2066
400,0.308189706,6.051208496,2066,2,5,04/02/2066
401,0.06443454,4.866760254,2066,2,6,05/02/2066
402,0.034703095,5.684997559,2066,2,7,06/02/2066
403,0.16402398,6.751281738,2066,2,8,07/02/2066
404,2.720587235,9.759887695,2066,2,9,08/02/2066
405,30.37193092,10.29406738,2066,2,10,09/02/2066
406,5.215963838,7.274963379,2066,2,11,10/02/2066
407,0.051001992,5.861816406,2066,2,12,11/02/2066
408,0.001840007,5.893554688,2066,2,13,12/02/2066
409,5.397230457,7.037414551,2066,2,14,13/02/2066
410,0.078462035,7.799987793,2066,2,15,14/02/2066
411,1.564639754,9.873535156,2066,2,16,15/02/2066
412,3.86804631,10.16992188,2066,2,17,16/02/2066
413,16.57844684,10.3616333,2066,2,18,17/02/2066
414,39.83993931,9.157836914,2066,2,19,18/02/2066
415,0.176378745,6.575012207,2066,2,20,19/02/2066
416,0.017754416,5.587280273,2066,2,21,20/02/2066
417,0.270360795,5.501403809,2066,2,22,21/02/2066
418,4.948899744,5.97088623,2066,2,23,22/02/2066
419,0.326992096,7.080932617,2066,2,24,23/02/2066
420,12.31962363,7.020324707,2066,2,25,24/02/2066
421,4.394882871,5.282226563,2066,2,26,25/02/2066
422,2.06817913,6.395874023,2066,2,27,26/02/2066
423,0.134509911,6.579956055,2066,2,28,27/02/2066
424,0.004034884,6.556640625,2066,2,29,28/02/2066
425,0.00038577,7.862304688,2066,2,30,01/03/2066
426,0.998434363,8.19921875,2066,3,1,02/03/2066
427,0.329892496,6.797973633,2066,3,2,03/03/2066
428,0.296971203,9.337280273,2066,3,3,04/03/2066
429,0.000126593,10.08276367,2066,3,4,05/03/2066
430,0,11.074646,2066,3,5,06/03/2066
431,0.696605854,8.680114746,2066,3,6,07/03/2066
432,0.153928017,6.890808105,2066,3,7,08/03/2066
433,0,7.244262695,2066,3,8,09/03/2066
434,0,8.464416504,2066,3,9,10/03/2066
435,0,9.400939941,2066,3,10,11/03/2066
436,0.027386359,10.03619385,2066,3,11,12/03/2066
437,0.004249961,12.97479248,2066,3,12,13/03/2066
438,0.123083916,12.53955078,2066,3,13,14/03/2066
439,0.00047202,12.08959961,2066,3,14,15/03/2066
440,0.051824202,11.0177002,2066,3,15,16/03/2066
441,0,8.452880859,2066,3,16,17/03/2066
442,0,10.57147217,2066,3,17,18/03/2066
443,0.000110759,11.33105469,2066,3,18,19/03/2066
444,0.009564824,11.82275391,2066,3,19,20/03/2066
445,0.309189856,10.65087891,2066,3,20,21/03/2066
446,0.067708752,10.59259033,2066,3,21,22/03/2066
447,0.031746692,10.80383301,2066,3,22,23/03/2066
448,1.125752041,11.78479004,2066,3,23,24/03/2066
449,0.411545408,13.90155029,2066,3,24,25/03/2066
450,0.095454685,13.22784424,2066,3,25,26/03/2066
451,0.004215738,12.8805542,2066,3,26,27/03/2066
452,0.05920546,12.45751953,2066,3,27,28/03/2066
453,0.040463071,14.32440186,2066,3,28,29/03/2066
454,0,16.7956543,2066,3,29,30/03/2066
455,0.046572928,15.94049072,2066,3,30,31/03/2066
456,0.009092101,17.08013916,2066,4,1,01/04/2066
457,0.010435143,17.63970947,2066,4,2,02/04/2066
458,0.0284347,16.06048584,2066,4,3,03/04/2066
459,0.286850958,15.75732422,2066,4,4,04/04/2066
460,0.069678648,14.86566162,2066,4,5,05/04/2066
461,0.237156711,14.65405273,2066,4,6,06/04/2066
462,0.000352184,16.50836182,2066,4,7,07/04/2066
463,0.035418788,16.71588135,2066,4,8,08/04/2066
464,0.00028255,16.64044189,2066,4,9,09/04/2066
465,0.002033447,15.39349365,2066,4,10,10/04/2066
466,0.568525869,15.22583008,2066,4,11,11/04/2066
467,0.037025739,14.22576904,2066,4,12,12/04/2066
468,0.048006347,10.69836426,2066,4,13,13/04/2066
469,0.381304313,10.34527588,2066,4,14,14/04/2066
470,0.636140913,13.08129883,2066,4,15,15/04/2066
471,0.091838801,13.47113037,2066,4,16,16/04/2066
472,0.00182247,13.52770996,2066,4,17,17/04/2066
473,2.373590745,15.88903809,2066,4,18,18/04/2066
474,1.676934521,12.93988037,2066,4,19,19/04/2066
475,0.000462285,14.15405273,2066,4,20,20/04/2066
476,0.04041194,14.10571289,2066,4,21,21/04/2066
477,0.138866346,12.98242188,2066,4,22,22/04/2066
478,0.370279374,8.492736816,2066,4,23,23/04/2066
479,1.038492972,8.7109375,2066,4,24,24/04/2066
480,0.142811177,9.694152832,2066,4,25,25/04/2066
481,0.59740552,9.086242676,2066,4,26,26/04/2066
482,0.013781163,10.44763184,2066,4,27,27/04/2066
483,0.002754897,11.74475098,2066,4,28,28/04/2066
484,0.067990708,12.61602783,2066,4,29,29/04/2066
485,0.005511661,13.74633789,2066,4,30,30/04/2066
486,0.151951564,14.24981689,2066,5,1,01/05/2066
487,25.05832566,12.675354,2066,5,2,02/05/2066
488,4.037558567,10.66491699,2066,5,3,03/05/2066
489,0.474085577,13.83172607,2066,5,4,04/05/2066
490,1.974421937,13.01525879,2066,5,5,05/05/2066
491,0.259347249,11.59539795,2066,5,6,06/05/2066
492,0.003958794,14.44366455,2066,5,7,07/05/2066
493,0.037165253,15.58850098,2066,5,8,08/05/2066
494,0.810853578,17.09686279,2066,5,9,09/05/2066
495,13.45715895,15.31634521,2066,5,10,10/05/2066
496,1.834576117,18.02545166,2066,5,11,11/05/2066
497,0.040889271,16.7869873,2066,5,12,12/05/2066
498,0.017391824,17.90441895,2066,5,13,13/05/2066
499,0,20.99481201,2066,5,14,14/05/2066
500,0,23.03540039,2066,5,15,15/05/2066
501,0,23.90948486,2066,5,16,16/05/2066
502,5.546018877,17.93652344,2066,5,17,17/05/2066
503,0.093450287,14.26269531,2066,5,18,18/05/2066
504,1.989022637,12.20196533,2066,5,19,19/05/2066
505,0.011466335,14.4487915,2066,5,20,20/05/2066
506,0.00088437,15.79418945,2066,5,21,21/05/2066
507,0,16.29821777,2066,5,22,22/05/2066
